Stall_no,Market_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,Selling_Price,month,year,day,loyality_customers,Product_Category_Cosmetics,Product_Category_Educational,Product_Category_Fashion,Product_Category_Home_decor,Product_Category_Hospitality,Product_Category_Organic,Product_Category_Pet_care,Product_Category_Repair,Product_Category_Technology
4.0,452,0,71,0.0,166.0,8.0,4019.0,5177.0,4720.0032,02,2016,04,1,0,0,0,0,0,0,1,0,0
44.0,23,1,88,0.0,208.0,5.0,3327.0,5534.0,4573.893632,08,2015,23,0,0,0,0,0,1,0,0,0,0
49.0,30,0,7,0.0,306.0,9.0,3245.0,5621.0,4742.515700999998,03,2016,29,1,0,0,0,0,1,0,0,0,0
23.0,3,0,34,0.0,469.0,5.0,1280.0,3049.0,2627.99355,09,2015,22,0,0,0,0,0,0,0,0,0,1
17.0,58,0,31,0.0,299.0,10.0,4721.0,6085.0,5693.1315,08,2015,21,1,0,0,0,1,0,0,0,0,0
35.0,376,2,97,1.0,140.0,8.0,628.0,11591.0,924.6490176000001,03,2016,12,0,0,0,0,0,0,0,1,0,0
20.0,358,3,8,0.0,163.0,2.0,3005.0,8348.0,5840.055936,08,2015,22,1,0,0,0,0,0,0,1,0,0
40.0,447,0,89,1.0,209.0,9.0,5670.0,7639.0,1015.5854016000001,08,2015,18,1,0,0,0,0,0,0,0,1,0
40.0,469,2,99,0.0,218.0,12.0,3562.0,4554.0,4219.225472,09,2015,16,1,0,0,0,0,1,0,0,0,0
1.0,462,3,31,0.0,220.0,15.0,3576.0,5804.0,4904.7474,08,2015,17,1,0,0,0,1,0,0,0,0,0
12.0,58,0,96,0.0,136.0,5.0,3782.0,4497.0,4215.972992,11,2015,14,1,0,0,0,0,0,1,0,0,0
48.0,452,0,94,0.0,234.0,14.0,4067.0,6038.0,5217.342592,05,2015,07,0,1,0,0,0,0,0,0,0,0
39.0,93,1,22,0.0,200.0,14.0,1920.0,10271.0,6288.269925,08,2015,18,1,1,0,0,0,0,0,0,0,0
11.0,294,2,76,0.0,240.0,1.0,2915.0,5011.0,4161.366,03,2016,06,0,0,0,0,0,0,0,0,1,0
39.0,342,0,65,0.0,232.0,17.0,739.0,1006.0,1094.9202,09,2015,22,1,0,0,0,1,0,0,0,0,0
26.0,113,0,66,0.0,205.0,13.0,4833.0,12122.0,8606.5848,03,2016,28,1,1,0,0,0,0,0,0,0,0
43.0,24,0,77,0.0,205.0,6.0,5165.0,5634.0,6277.7682,08,2015,17,1,0,0,0,0,1,0,0,0,0
3.0,441,2,95,0.0,133.0,9.0,3818.0,5090.0,4524.899456,05,2015,07,1,0,0,0,0,0,1,0,0,0
2.0,24,0,2,0.0,168.0,5.0,2768.0,4162.0,3634.366527,09,2015,26,1,0,0,0,0,0,0,1,0,0
32.0,113,0,86,0.0,155.0,13.0,1348.0,4237.0,2908.6337280000002,12,2015,03,1,0,1,0,0,0,0,0,0,0
35.0,423,0,42,0.0,140.0,8.0,977.0,1959.0,1598.871312,05,2015,07,0,0,0,0,0,0,1,0,0,0
18.0,14,0,37,1.0,146.0,14.0,2674.0,3909.0,515.02570875,01,2016,05,0,0,1,0,0,0,0,0,0,0
30.0,119,2,81,0.0,384.0,11.0,852.0,1545.0,1561.012992,08,2015,23,1,0,0,1,0,0,0,0,0,0
11.0,11,3,45,1.0,127.0,5.0,514.0,1212.0,147.6136872,01,2016,07,0,0,0,0,0,0,1,0,0,0
42.0,73,0,91,0.0,289.0,5.0,1591.0,2322.0,2214.1306879999997,08,2015,15,1,0,0,0,0,0,0,0,0,0
22.0,320,0,74,1.0,221.0,13.0,1027.0,5634.0,492.35472000000004,08,2015,19,1,1,0,0,0,0,0,0,0,0
24.0,57,0,21,0.0,298.0,1.0,3912.0,9004.0,6739.758375,03,2016,30,0,0,0,0,0,0,0,0,1,0
49.0,151,0,53,0.0,228.0,15.0,633.0,4109.0,2585.903616,11,2015,20,0,0,0,0,1,0,0,0,0,0
30.0,268,2,41,0.0,371.0,13.0,2553.0,5706.0,4477.032432,05,2015,08,1,0,0,1,0,0,0,0,0,0
30.0,62,0,72,0.0,204.0,17.0,5417.0,12907.0,9287.7642,03,2016,27,1,0,0,0,1,0,0,0,0,0
3.0,447,0,35,0.0,388.0,14.0,3963.0,5313.0,5019.908775,05,2015,09,1,0,0,1,0,0,0,0,0,0
34.0,235,2,92,0.0,134.0,8.0,1497.0,5574.0,3619.4484479999996,12,2015,05,0,0,0,0,0,0,1,0,0,0
39.0,58,0,34,1.0,250.0,4.0,4904.0,6443.0,886.64333625,01,2016,03,0,0,0,0,0,0,0,0,1,0
9.0,57,0,33,0.0,245.0,14.0,1302.0,5321.0,3552.23715,01,2016,04,1,1,0,0,0,0,0,0,0,0
50.0,14,0,72,0.0,107.0,14.0,3454.0,4611.0,4103.6985,11,2015,09,1,0,1,0,0,0,0,0,0,0
46.0,58,0,100,0.0,206.0,12.0,6757.0,9164.0,7992.088875,11,2015,21,1,1,0,0,0,0,0,0,0,0
31.0,471,2,77,1.0,277.0,7.0,2543.0,3411.0,483.52788,12,2015,08,0,0,0,0,0,0,0,0,1,0
24.0,24,0,85,1.0,272.0,13.0,4285.0,6173.0,814.273152,12,2015,05,1,0,0,0,1,0,0,0,0,0
33.0,14,0,40,0.0,252.0,5.0,3476.0,5634.0,4446.27605,09,2015,26,0,0,0,0,0,0,0,0,0,0
25.0,452,0,76,0.0,117.0,8.0,5239.0,6903.0,6130.9314,08,2015,16,1,0,1,0,0,0,0,0,0,0
21.0,315,2,84,0.0,253.0,11.0,1203.0,6689.0,4142.811904,08,2015,18,1,0,0,0,0,1,0,0,0,0
3.0,454,0,94,0.0,253.0,12.0,3259.0,5271.0,4457.987072,05,2015,09,1,1,0,0,0,0,0,0,0,0
34.0,55,0,44,0.0,115.0,9.0,1457.0,3507.0,2582.594928,09,2015,26,0,0,0,0,0,0,1,0,0,0
38.0,220,0,77,0.0,356.0,14.0,6836.0,9296.0,8348.9571,03,2016,26,1,0,0,1,0,0,0,0,0,0
40.0,14,0,90,0.0,287.0,17.0,3091.0,4408.0,3984.6526719999997,09,2015,23,0,1,0,0,0,0,0,0,0,0
2.0,471,2,60,0.0,328.0,14.0,2321.0,3481.0,3160.31615,03,2016,20,1,0,0,0,0,1,0,0,0,0
4.0,62,0,45,1.0,370.0,12.0,2802.0,6880.0,777.5133624,03,2016,03,0,0,0,1,0,0,0,0,0,0
42.0,152,0,86,0.0,364.0,11.0,1446.0,2151.0,2133.311488,09,2015,25,1,0,0,1,0,0,0,0,0,0
9.0,57,0,31,0.0,215.0,12.0,4025.0,6083.0,5261.87235,11,2015,10,1,0,0,0,1,0,0,0,0,0
40.0,24,0,88,0.0,252.0,12.0,3403.0,5105.0,4401.78816,09,2015,23,1,0,0,0,1,0,0,0,0,0
35.0,320,0,88,0.0,220.0,15.0,6280.0,12018.0,9247.608832,08,2015,16,1,0,0,0,1,0,0,0,0,0
45.0,456,0,54,0.0,240.0,16.0,3880.0,9246.0,6769.8936,11,2015,11,1,1,0,0,0,0,0,0,0,0
47.0,437,0,74,0.0,162.0,14.0,2775.0,3978.0,3507.7977,08,2015,23,0,0,1,0,0,0,0,0,0,0
8.0,471,2,95,0.0,105.0,8.0,2258.0,3696.0,3039.9649280000012,12,2015,07,0,0,0,0,0,0,0,1,0,0
20.0,451,0,27,1.0,218.0,5.0,5776.0,8359.0,1090.62111375,11,2015,18,0,0,0,0,0,0,0,0,1,0
36.0,11,3,3,0.0,220.0,12.0,375.0,797.0,806.61933,08,2015,23,0,0,0,0,1,0,0,0,0,0
33.0,65,2,100,0.0,124.0,6.0,3524.0,4922.0,4251.665575,08,2015,22,0,0,0,0,0,0,1,0,0,0
8.0,65,2,97,0.0,106.0,5.0,3157.5,5363.0,4517.734144,08,2015,22,1,0,0,0,0,0,1,0,0,0
36.0,23,2,77,1.0,101.0,10.0,1246.0,4656.0,4210.38464,09,2015,26,0,0,1,0,0,0,0,0,0,0
14.0,55,0,13,0.0,216.0,17.0,1812.0,2991.0,4210.38464,09,2015,24,0,1,0,0,0,0,0,0,0,0
11.0,58,0,12,0.0,139.0,7.0,6821.0,9671.0,8389.930923,11,2015,28,1,0,0,0,0,0,1,0,0,0
41.0,114,0,64,0.0,145.0,7.0,850.0,1575.0,1344.7665,03,2016,13,1,0,0,0,0,0,1,0,0,0
36.0,87,0,82,1.0,217.0,12.0,4367.0,5634.0,787.4135808,08,2015,18,1,1,0,0,0,0,0,0,0,0
2.0,55,0,27,0.0,367.0,13.0,3494.0,4993.0,4604.47995,03,2016,11,0,0,0,1,0,0,0,0,0,0
7.0,275,0,71,0.0,232.0,3.0,1147.0,5634.0,1878.03,11,2015,21,1,0,0,0,0,0,0,0,1,0
5.0,198,2,35,0.0,291.0,15.0,2288.0,2983.0,2923.123875,09,2015,22,1,0,0,0,0,0,0,0,0,0
5.0,152,0,32,0.0,255.0,5.0,3478.0,5235.0,4602.1458,11,2015,11,1,0,0,0,0,0,0,0,1,0
6.0,23,2,68,0.0,119.0,9.0,727.0,2365.0,1649.7261,08,2015,20,1,0,0,0,0,0,1,0,0,0
18.0,452,0,91,0.0,152.0,16.0,4161.0,5293.0,4816.193536,02,2016,20,1,0,1,0,0,0,0,0,0,0
11.0,294,2,51,0.0,156.0,14.0,1147.0,4578.0,3003.165936,01,2016,05,1,0,1,0,0,0,0,0,0,0
2.0,104,0,30,0.0,252.0,13.0,2522.0,7756.0,5527.8258,08,2015,16,1,0,0,1,0,0,0,0,0,0
31.0,436,0,88,0.0,126.0,7.0,1822.0,3741.0,2867.55392,05,2015,05,1,0,0,0,0,0,1,0,0,0
17.0,443,0,15,0.0,198.0,1.0,2534.0,3747.0,3338.476119,09,2015,22,1,0,0,0,0,0,0,1,0,0
42.0,65,2,25,1.0,244.0,3.0,3926.0,6207.0,794.8109925,11,2015,17,1,0,0,0,0,0,0,0,1,0
48.0,14,0,1,0.0,243.0,5.0,3489.0,4658.0,4318.108146000001,09,2015,25,1,0,0,0,0,1,0,0,0,0
21.0,294,2,69,0.0,133.0,12.0,3756.0,6414.0,5171.859,11,2015,10,1,0,1,0,0,0,0,0,0,0
11.0,24,0,61,0.0,148.0,15.0,6410.0,8875.0,7723.9404,03,2016,18,1,0,1,0,0,0,0,0,0,0
41.0,268,2,37,1.0,148.0,9.0,982.0,4047.0,398.714715,01,2016,06,0,0,0,0,0,0,1,0,0,0
40.0,13,3,73,0.0,258.0,3.0,480.0,1964.0,1465.5663,08,2015,15,1,0,0,0,0,0,0,0,1,0
18.0,188,0,70,0.0,101.0,6.0,1921.0,3517.0,2793.4137,01,2016,05,0,0,0,0,0,0,1,0,0,0
27.0,204,0,4,0.0,262.0,9.0,2635.0,6675.0,4920.697881,03,2016,30,1,0,0,0,0,0,0,0,0,0
23.0,23,2,99,0.0,222.0,10.0,2182.0,9210.0,5838.39872,09,2015,25,1,0,0,0,1,0,0,0,0,0
11.0,14,0,15,0.0,117.0,6.0,4168.0,5224.0,4815.338418,03,2016,06,0,0,0,0,0,0,1,0,0,0
29.0,199,0,87,0.0,281.0,4.0,5254.0,9559.0,7579.7173760000005,03,2016,09,1,0,0,0,0,0,0,0,1,0
39.0,14,0,9,0.0,252.0,6.0,3916.0,5600.0,4886.361315,08,2015,20,0,0,1,0,0,0,0,0,0,0
5.0,74,0,87,0.0,256.0,16.0,6096.0,8652.0,7531.75808,03,2016,29,1,0,0,0,0,0,0,0,0,0
2.0,2,1,69,0.0,115.0,8.0,4466.0,8182.0,6379.6194,03,2016,29,1,0,0,0,0,0,0,1,0,0
46.0,367,0,65,0.0,236.0,17.0,2658.0,4847.0,3954.9312,11,2014,11,0,0,0,0,1,0,0,0,0,0
18.0,58,0,33,0.0,285.0,3.0,4724.0,6169.0,5718.797175,01,2016,05,1,0,0,0,0,0,0,0,1,0
44.0,460,3,60,0.0,110.0,14.0,392.0,581.0,583.74345,09,2015,25,1,0,1,0,0,0,0,0,0,0
32.0,3,0,25,0.0,260.0,5.0,2833.0,4560.0,3948.454125,02,2016,21,1,0,0,0,0,1,0,0,0,0
46.0,3,0,54,0.0,103.0,1.0,4152.0,5463.0,4879.549728,03,2016,07,0,0,0,0,0,0,0,1,0,0
26.0,14,0,22,0.0,252.0,7.0,3265.0,5113.0,4454.765175,09,2015,26,1,0,0,0,0,0,0,0,1,0
12.0,61,2,24,0.0,262.0,10.0,7912.0,9911.0,9159.453975,09,2015,24,1,0,0,0,1,0,0,0,0,0
13.0,275,0,3,0.0,462.0,11.0,527.0,2037.0,1745.235459,08,2015,23,0,0,0,0,0,0,0,0,0,1
48.0,451,0,95,0.0,281.0,10.0,5916.0,5634.0,7108.5611519999975,11,2015,18,0,0,0,0,1,0,0,0,0,0
12.0,108,0,29,1.0,378.0,15.0,1607.0,2889.0,393.41948625,12,2015,06,0,0,0,1,0,0,0,0,0,0
6.0,452,0,65,0.0,231.0,14.0,4220.0,5280.0,4937.7735,05,2015,07,0,0,0,0,1,0,0,0,0,0
38.0,93,2,32,0.0,298.0,16.0,3662.0,6204.0,5225.792775,03,2016,12,1,1,0,0,0,0,0,0,0,0
29.0,55,0,70,0.0,287.0,9.0,2450.0,5634.0,3472.821,09,2015,25,1,0,0,0,0,0,0,0,0,0
15.0,294,2,42,0.0,176.0,4.0,1493.0,3507.0,2659.8672,09,2015,26,1,0,0,0,0,0,0,1,0,0
12.0,186,0,24,0.0,235.0,12.0,3306.0,6758.0,5259.8574,03,2016,09,0,0,0,0,1,0,0,0,0,0
17.0,14,0,86,0.0,255.0,14.0,4256.0,5634.0,5194.121856000002,05,2015,24,1,0,0,0,1,0,0,0,0,0
14.0,58,0,84,0.0,230.0,16.0,5909.0,7884.0,7034.749568000001,03,2016,17,0,1,0,0,0,0,0,0,0,0
22.0,423,0,72,1.0,266.0,11.0,2705.0,9408.0,939.8802599999999,08,2015,18,0,0,0,0,0,1,0,0,0,0
22.0,57,0,9,0.0,354.0,11.0,2467.0,7792.0,5488.591086,02,2016,25,0,0,0,1,0,0,0,0,0,0
27.0,447,0,34,0.0,124.0,2.0,4781.0,7384.0,6192.2007,08,2015,22,1,0,0,0,0,0,0,1,0,0
15.0,446,0,1,1.0,108.0,2.0,3925.0,4923.0,679.8640068,09,2015,22,0,0,0,0,0,0,0,1,0,0
31.0,115,0,80,0.0,116.0,16.0,3183.0,4325.0,3788.799775,03,2016,30,0,0,1,0,0,0,0,0,0,0
12.0,452,0,74,0.0,215.0,17.0,5496.0,8086.0,6947.3646,11,2015,18,1,1,0,0,0,0,0,0,0,0
30.0,198,0,85,0.0,252.0,11.0,2979.0,3878.0,3769.200512,09,2015,24,1,0,0,1,0,0,0,0,0,0
40.0,216,0,56,1.0,158.0,9.0,2205.0,3261.0,431.2412784,03,2016,27,1,0,1,0,0,0,0,0,0,0
15.0,450,0,16,1.0,249.0,15.0,2122.0,11535.0,1063.0546838999999,02,2016,21,0,0,0,0,1,0,0,0,0,0
2.0,403,0,15,0.0,249.0,6.0,1794.0,3472.0,2883.291642,09,2015,22,0,0,0,0,0,1,0,0,0,0
27.0,358,3,46,0.0,319.0,5.0,2730.0,5878.0,4595.54904,09,2015,22,1,0,0,0,0,0,0,0,0,0
31.0,367,0,44,0.0,289.0,10.0,2449.0,5229.0,4105.396224,05,2015,05,1,0,0,0,1,0,0,0,0,0
20.0,23,0,100,1.0,330.0,17.0,2663.0,4158.0,549.3012375,08,2015,23,1,0,0,0,0,0,0,0,0,0
7.0,443,0,54,0.0,263.0,13.0,5665.0,8204.0,7160.388336,08,2015,16,1,1,0,0,0,0,0,0,0,0
37.0,58,0,46,0.0,232.0,6.0,4331.0,5751.0,5242.253472,02,2016,07,0,0,0,0,0,0,0,0,1,0
23.0,14,0,67,1.0,299.0,16.0,3730.0,4412.0,649.9117349999998,09,2015,25,1,1,0,0,0,0,0,0,0,0
12.0,23,2,42,0.0,389.0,16.0,1441.0,4165.0,3176.022528,09,2015,23,1,0,0,1,0,0,0,0,0,0
45.0,416,2,97,0.0,306.0,12.0,2585.0,5651.0,4365.163264,05,2015,06,1,0,0,0,0,1,0,0,0,0
46.0,65,0,34,0.0,126.0,8.0,3269.0,5171.0,4338.50655,08,2015,20,0,0,1,0,0,0,0,0,0,0
17.0,3,0,87,0.0,371.0,14.0,3299.0,4878.0,4400.920832,02,2016,22,0,0,0,1,0,0,0,0,0,0
19.0,2,1,98,0.0,239.0,12.0,3100.0,5133.0,4297.649664000001,08,2015,20,0,0,0,0,1,0,0,0,0,0
44.0,2,1,89,0.0,280.0,3.0,6922.0,8363.0,7810.673024,03,2016,20,1,0,0,0,0,0,0,0,1,0
37.0,57,0,41,0.0,161.0,2.0,2035.0,6367.0,4334.917824,02,2016,04,1,0,0,0,0,0,0,1,0,0
37.0,443,0,29,0.0,472.0,9.0,4027.0,5540.0,5246.660475,09,2015,26,1,0,0,0,0,0,0,0,0,1
25.0,93,2,58,0.0,252.0,14.0,3777.0,5323.0,4777.596432,03,2016,11,0,0,0,0,0,0,0,0,0,0
31.0,55,0,49,0.0,184.0,11.0,1819.0,2330.0,2246.3110079999997,09,2015,25,0,0,0,0,0,0,0,1,0,0
27.0,469,0,22,0.0,150.0,17.0,5807.0,7954.0,7024.5945,03,2016,17,1,0,1,0,0,0,0,0,0,0
39.0,55,0,81,0.0,145.0,8.0,1004.0,3088.0,2161.065984,08,2015,21,1,0,0,0,0,0,1,0,0,0
49.0,443,0,93,0.0,250.0,7.0,3617.0,5193.0,4591.003648,09,2015,25,1,0,0,0,0,0,0,0,1,0
24.0,320,0,13,0.0,268.0,14.0,1342.0,7272.0,4580.571897,08,2015,18,1,1,0,0,0,0,0,0,0,0
21.0,447,0,70,0.0,252.0,14.0,3213.0,4075.0,3870.9990000000003,05,2015,06,1,0,0,0,1,0,0,0,0,0
33.0,91,0,97,0.0,353.0,16.0,1305.0,3275.0,2608.548096,09,2015,24,0,0,0,1,0,0,0,0,0,0
34.0,186,2,34,0.0,193.0,6.0,2595.0,4141.0,3554.11245,11,2015,03,0,0,0,0,0,0,0,1,0,0
11.0,0,0,17,0.0,260.0,2.0,718.0,2221.0,1729.617021,08,2015,20,1,0,0,0,0,0,0,0,1,0
46.0,469,0,92,1.0,356.0,15.0,3053.0,4683.0,625.3336320000002,12,2015,03,1,0,0,1,0,0,0,0,0,0
48.0,452,0,48,0.0,341.0,10.0,7353.0,9897.0,8917.182432,11,2015,20,1,0,0,0,0,0,0,0,0,0
4.0,113,0,82,0.0,385.0,16.0,2227.0,6817.0,4843.474944,03,2016,08,0,0,0,1,0,0,0,0,0,0
9.0,87,0,84,1.0,100.0,5.0,4825.0,6674.0,865.2143808000003,08,2015,17,0,0,0,0,0,0,1,0,0,0
28.0,11,3,12,0.0,129.0,9.0,386.0,711.0,677.922201,10,2015,19,0,0,0,0,0,0,1,0,0,0
12.0,147,2,41,0.0,398.0,13.0,1347.0,2817.0,2466.820656,12,2015,05,1,0,0,1,0,0,0,0,0,0
19.0,65,2,46,0.0,383.0,16.0,3795.0,5393.0,4952.45016,02,2016,06,0,0,0,1,0,0,0,0,0,0
49.0,451,0,87,0.0,146.0,9.0,4752.0,5634.0,5807.815552,09,2015,26,1,0,0,0,0,0,0,1,0,0
18.0,23,1,93,0.0,206.0,16.0,7899.0,12420.0,10232.262656,05,2015,09,1,1,0,0,0,0,0,0,0,0
18.0,93,1,1,0.0,121.0,16.0,2114.0,8535.0,5453.474598,08,2015,19,0,0,1,0,0,0,0,0,0,0
13.0,24,0,7,0.0,463.0,8.0,3256.0,4653.0,4420.217934,09,2015,23,1,0,0,0,0,0,0,0,0,1
47.0,100,0,85,0.0,376.0,13.0,2567.0,3444.0,3336.660096,10,2015,18,0,0,0,1,0,0,0,0,0,0
39.0,191,2,71,0.0,147.0,9.0,4410.0,6900.0,5749.0191,02,2016,21,1,0,0,0,0,0,1,0,0,0
25.0,358,3,20,0.0,246.0,6.0,4511.0,12934.0,8771.821075,05,2015,09,1,0,0,0,0,0,0,0,1,0
23.0,205,0,93,0.0,388.0,14.0,1897.0,3065.0,2831.106432,09,2015,22,0,0,0,1,0,0,0,0,0,0
41.0,93,1,6,0.0,170.0,9.0,2117.0,11795.0,7131.5467739999995,08,2015,18,1,0,1,0,0,0,0,0,0,0
14.0,26,2,66,0.0,503.0,14.0,1818.0,2910.0,2841.6069,04,2015,11,1,0,0,0,0,0,0,0,0,1
14.0,101,0,1,0.0,235.0,6.0,1205.0,1767.0,1721.717811,01,2016,04,0,0,0,0,0,1,0,0,0,0
20.0,70,2,92,0.0,361.0,16.0,1157.0,2201.0,2013.275264,08,2015,21,1,0,0,1,0,0,0,0,0,0
10.0,452,0,1,0.0,130.0,10.0,2999.0,3715.0,523.5016446000002,09,2015,22,1,0,1,0,0,0,0,0,0,0
27.0,137,0,90,0.0,505.0,11.0,4984.0,5634.0,10189.42848,11,2015,19,1,0,0,0,0,0,0,0,0,1
1.0,442,1,6,0.0,314.0,13.0,7757.0,11794.0,10101.199779,11,2015,18,1,0,0,0,0,1,0,0,0,0
9.0,447,0,92,0.0,278.0,13.0,4853.0,9976.0,7591.2291840000025,11,2015,19,0,0,0,0,1,0,0,0,0,0
15.0,55,0,90,1.0,212.0,13.0,3775.0,4818.0,667.3630656,02,2016,08,1,1,0,0,0,0,0,0,0,0
20.0,55,0,56,0.0,101.0,5.0,1987.0,3291.0,2723.775552,09,2015,25,0,0,0,0,0,0,0,1,0,0
25.0,458,0,99,0.0,281.0,4.0,8605.0,11576.0,10226.132223999999,11,2015,18,1,0,0,0,0,0,0,0,1,0
18.0,471,2,89,0.0,165.0,11.0,1969.0,5634.0,2531.158784,09,2015,22,1,0,0,0,0,0,0,1,0,0
1.0,1,0,15,0.0,100.0,10.0,1549.0,3259.0,2505.909384,09,2015,25,1,0,0,0,0,0,1,0,0,0
5.0,24,0,25,0.0,252.0,16.0,8187.0,11049.0,9885.614025,11,2015,20,0,1,0,0,0,0,0,0,0,0
39.0,23,1,66,0.0,484.0,14.0,1403.0,2390.0,2359.3284,08,2015,20,0,0,0,0,0,0,0,0,0,1
13.0,3,0,2,0.0,359.0,13.0,1827.0,4820.0,3686.451318,09,2015,26,1,0,0,1,0,0,0,0,0,0
49.0,93,2,22,0.0,320.0,14.0,2630.0,5619.0,4439.144325,02,2016,17,0,0,0,0,0,0,0,0,0,0
36.0,149,0,59,0.0,339.0,10.0,7262.0,10480.0,9159.869232,08,2015,16,1,0,0,0,0,1,0,0,0,0
32.0,124,0,38,0.0,283.0,10.0,2221.0,2956.0,2866.904775,01,2016,06,0,0,0,0,1,0,0,0,0,0
48.0,452,0,91,0.0,270.0,10.0,3676.0,5092.0,4589.574528,02,2015,11,1,0,0,0,0,0,0,0,1,0
4.0,14,0,43,1.0,346.0,11.0,2758.0,3634.0,528.4243008000002,12,2015,07,1,0,0,0,0,0,0,0,0,0
38.0,350,1,29,0.0,204.0,3.0,7526.0,10816.0,9354.305625,11,2015,17,0,0,0,0,0,0,0,0,1,0
23.0,14,0,6,0.0,122.0,7.0,4162.0,5634.0,5156.0043479999995,08,2015,17,1,0,0,0,0,0,1,0,0,0
17.0,108,0,62,1.0,256.0,5.0,2304.0,3157.0,443.69869500000004,01,2016,04,1,0,0,0,0,0,0,0,1,0
50.0,358,3,82,0.0,148.0,10.0,3460.0,7906.0,5751.51808,12,2015,03,1,0,0,0,0,0,1,0,0,0
46.0,450,0,79,0.0,378.0,16.0,902.0,5634.0,1667.7441,05,2015,09,1,0,0,1,0,0,0,0,0,0
8.0,93,1,100,0.0,260.0,4.0,1881.0,11684.0,6886.692775,08,2015,18,1,0,0,0,0,0,0,0,1,0
24.0,447,0,22,0.0,288.0,12.0,5601.0,7720.0,6939.098775,08,2015,19,0,1,0,0,0,0,0,0,0,0
12.0,268,2,79,0.0,355.0,13.0,2015.0,4881.0,3769.4052,03,2016,29,1,0,0,1,0,0,0,0,0,0
15.0,446,0,6,0.0,381.0,13.0,5748.0,7841.0,7183.611567,05,2015,20,1,0,0,1,0,0,0,0,0,0
24.0,444,2,61,0.0,107.0,9.0,7789.0,9917.0,8878.2903,11,2015,21,1,0,0,0,0,0,0,1,0,0
14.0,452,0,26,0.0,489.0,7.0,3221.0,4372.0,4277.4396,09,2015,26,1,0,0,0,0,0,0,0,0,1
17.0,451,0,34,0.0,266.0,1.0,5993.0,7217.0,6854.48085,11,2015,18,1,0,0,0,0,0,0,0,1,0
44.0,115,0,60,0.0,397.0,11.0,1390.0,2099.0,2095.19305,01,2016,07,0,0,0,1,0,0,0,0,0,0
26.0,458,0,13,0.0,266.0,6.0,6973.0,8826.0,8169.422976000003,08,2015,15,1,0,0,0,0,0,0,0,1,0
23.0,454,0,60,0.0,109.0,15.0,1337.0,3415.0,2432.5674,08,2015,21,1,0,1,0,0,0,0,0,0,0
46.0,80,2,18,0.0,251.0,5.0,1702.0,3694.0,2950.054965,08,2015,23,1,0,0,0,0,0,0,0,1,0
2.0,205,0,23,0.0,113.0,7.0,2106.0,3387.0,2854.26645,08,2015,23,0,0,0,0,0,0,1,0,0,0
29.0,452,0,53,0.0,268.0,1.0,6990.0,8553.0,7988.822208,03,2016,17,1,0,0,0,0,0,0,0,1,0
31.0,152,0,10,0.0,126.0,16.0,1754.0,2536.0,2274.202557,09,2015,24,1,0,1,0,0,0,0,0,0,0
31.0,149,0,2,0.0,296.0,11.0,7232.0,9537.0,8688.851028000001,08,2015,19,0,0,0,0,1,0,0,0,0,0
32.0,3,0,77,0.0,103.0,7.0,3220.0,5359.0,4351.545,03,2016,06,0,0,1,0,0,0,0,0,0,0
8.0,443,0,60,0.0,373.0,14.0,5944.0,8091.0,7233.8128,08,2015,17,1,0,0,1,0,0,0,0,0,0
9.0,70,2,92,0.0,224.0,1.0,939.0,2796.0,2061.569664,08,2015,19,1,0,0,0,0,0,0,0,1,0
46.0,104,0,43,0.0,274.0,7.0,1873.0,5148.0,3762.723456,05,2015,09,1,0,0,0,0,0,0,0,1,0
27.0,57,0,82,0.0,292.0,14.0,3602.0,5397.0,4728.7116799999985,10,2015,21,0,1,0,0,0,0,0,0,0,0
22.0,24,0,22,1.0,250.0,1.0,4010.0,5538.0,751.78782,01,2016,05,0,0,0,0,0,0,0,0,1,0
43.0,416,2,77,0.0,102.0,4.0,2918.0,5803.0,4419.5976,11,2014,09,1,0,0,0,0,0,0,1,0,0
21.0,151,2,1,0.0,282.0,17.0,258.0,949.0,886.4413470000003,08,2015,23,1,1,0,0,0,0,0,0,0,0
24.0,320,0,72,0.0,260.0,16.0,492.0,3207.0,2091.3354,08,2015,21,1,1,0,0,0,0,0,0,0,0
36.0,24,0,98,0.0,109.0,6.0,5892.0,8029.0,6971.8190079999995,03,2016,10,1,0,1,0,0,0,0,0,0,0
13.0,443,0,44,0.0,262.0,6.0,4691.0,6337.0,5742.322416,05,2015,09,1,0,0,0,0,0,0,0,0,0
47.0,46,0,85,0.0,169.0,11.0,1512.0,3479.0,2628.8416,08,2015,19,1,0,1,0,0,0,0,0,0,0
20.0,23,2,84,1.0,357.0,12.0,1341.0,5634.0,437.2545408,12,2015,04,1,0,0,1,0,0,0,0,0,0
40.0,268,0,19,1.0,243.0,13.0,1880.0,4510.0,516.27086775,02,2016,07,0,0,0,0,1,0,0,0,0,0
14.0,471,2,62,1.0,128.0,6.0,2348.0,3499.0,453.407625,12,2015,07,1,0,0,0,0,0,0,1,0,0
8.0,58,0,17,0.0,238.0,11.0,4451.0,6030.0,5483.711574,01,2016,05,0,0,0,0,1,0,0,0,0,0
32.0,58,0,52,0.0,283.0,7.0,4592.0,6413.0,5752.29816,01,2016,03,0,0,0,0,0,1,0,0,0,0
